id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
268,7.0,0.6,0.17,2.0,0.078,8.0,18.0,0.9976,3.58,0.54,9.2,6.0
269,7.3,0.46,0.03,1.7,0.078,29.0,58.0,0.99458,3.37,0.61,10.5,5.0
270,8.0,0.33,0.25,1.8,0.084,6.0,16.0,0.9982,3.35,0.53,9.5,5.0
271,7.3,0.5,0.08,2.0,0.078,18.0,38.0,0.9974,3.32,0.6,10.6,5.0
272,9.2,0.4,0.45,2.1,0.095,9.0,19.0,0.9984,3.27,0.46,9.5,5.0
273,9.4,0.5,0.23,2.3,0.09,12.0,42.0,0.9968,3.07,0.53,9.2,5.0
274,6.3,0.58,0.0,1.8,0.0819999999999999,6.0,23.0,0.99636,3.58,0.59,11.5,7.0
275,7.7,0.62,0.14,2.4,0.081,8.0,19.0,0.99745,3.36,0.59,9.4,5.0
276,7.5,0.37,0.26,1.8,0.07,18.0,24.0,0.99745,3.21,0.5,9.4,5.0
277,7.6,0.46,0.26,2.1,0.076,21.0,61.0,0.9962,3.29,0.56,10.4,5.0
278,6.7,0.47,0.01,1.6,0.083,15.0,34.0,0.99593,3.53,0.71,11.3,5.0
279,7.7,0.55,0.13,1.8,0.064,9.0,25.0,0.99572,3.38,0.53,10.5,5.0
280,8.5,0.52,0.24,2.3,0.078,28.0,88.0,0.99642,3.26,0.62,9.5,5.0
281,10.4,0.66,0.31,2.2,0.08,15.0,34.0,0.9994,3.18,0.57,11.4,5.0
282,6.4,0.725,0.09,2.2,0.077,10.0,22.0,0.9962,3.44,0.71,10.0,6.0
283,8.9,0.58,0.1,2.5,0.095,5.0,14.0,0.99572,3.33,0.57,10.3,6.0
284,7.4,0.63,0.1,2.2,0.0579999999999999,8.0,22.0,0.9973,3.22,0.75,9.4,6.0
285,8.6,0.5,0.31,1.8,0.079,38.0,44.0,0.99656,3.31,0.76,10.0,5.0
286,9.1,0.715,0.12,2.2,0.095,7.0,38.0,0.9987,3.21,0.67,9.4,5.0
287,8.9,0.46,0.27,1.8,0.08,8.0,17.0,0.9972,3.18,0.6,9.5,5.0
288,8.8,0.57,0.28,2.4,0.094,24.0,49.0,0.99472,3.08,0.62,11.4,5.0
289,7.2,0.965,0.15,2.2,0.077,17.0,40.0,0.9976,3.41,0.6,9.7,6.0
290,8.0,0.39,0.45,2.2,0.091,6.0,14.0,0.9956,3.33,0.66,11.4,6.0
291,9.5,0.49,0.4,1.9,0.094,9.0,18.0,0.9994,3.12,0.75,9.5,5.0
292,8.9,0.58,0.22,1.8,0.078,6.0,15.0,0.9964,3.28,0.67,9.3,5.0
293,8.0,0.6,0.19,2.8,0.0969999999999999,9.0,32.0,0.9978,3.2,0.54,10.5,6.0
294,7.8,0.38,0.31,2.0,0.071,5.0,23.0,0.99462,3.22,0.56,9.4,5.0
295,8.0,0.44,0.24,1.9,0.102,26.0,44.0,0.99652,3.2,0.53,11.0,6.0
296,9.8,0.68,0.17,2.2,0.091,7.0,16.0,0.998,3.33,0.52,9.3,5.0
297,6.3,0.4,0.18,2.2,0.078,5.0,20.0,0.9976,3.57,0.58,9.2,6.0
298,6.2,0.53,0.33,2.6,0.071,11.0,19.0,0.99494,3.36,0.47,11.4,6.0
299,10.0,0.36,0.49,1.8,0.077,15.0,37.0,0.9988,3.36,0.82,10.4,6.0
300,9.3,0.5,0.34,1.6,0.074,6.0,15.0,0.9948,3.16,0.54,10.1,6.0
301,6.7,0.64,0.07,1.8,0.078,17.0,48.0,0.9962,3.32,0.6,9.5,6.0
302,8.4,0.74,0.2,2.0,0.091,23.0,53.0,0.9991,3.44,0.6,11.1,6.0
303,8.4,0.6,0.53,2.2,0.103,6.0,18.0,0.99418,3.21,1.02,11.0,6.0
304,7.0,0.7,0.02,2.2,0.065,21.0,77.5,0.9948,3.37,0.47,10.8,5.0
305,7.0,0.58,0.15,2.3,0.076,10.0,27.0,0.9962,3.38,0.59,11.2,7.0
306,7.1,0.49,0.3,2.4,0.074,17.0,65.0,0.9959,3.27,0.61,9.3,5.0
307,7.3,0.36,0.32,3.0,0.078,17.0,46.0,0.99498,3.26,0.55,9.5,5.0
308,8.8,0.785,0.11,2.0,0.054,6.0,14.0,0.99562,3.4,0.54,9.3,5.0
309,9.2,0.4,0.22,2.1,0.0819999999999999,16.0,66.0,0.9974,3.3,0.56,9.3,6.0
310,7.2,0.46,0.18,2.3,0.071,9.0,23.0,0.9979,3.47,0.53,9.3,5.0
311,7.5,0.46,0.28,2.2,0.104,7.0,12.0,0.99688,3.14,0.7,11.3,6.0
312,9.2,0.41,0.24,2.3,0.076,9.0,35.0,0.9976,3.21,0.62,9.2,6.0
313,8.7,0.45,0.45,2.1,0.068,21.0,59.0,0.9963,3.09,0.53,9.4,5.0
314,8.0,0.31,0.33,2.1,0.086,15.0,46.0,0.9967,3.31,0.68,11.1,7.0
315,8.5,0.34,0.49,3.5,0.102,16.0,34.0,0.9974,3.36,0.59,10.9,5.0
316,9.2,0.52,0.24,2.9,0.095,17.0,94.0,0.9962,3.3,0.58,9.6,5.0
317,6.3,0.645,0.0,2.3,0.074,5.0,12.0,0.99498,3.46,0.73,9.7,6.0
318,8.9,0.53,0.24,2.1,0.081,8.0,18.0,0.9978,3.24,0.53,11.0,6.0
319,8.8,0.55,0.26,2.6,0.071,23.0,69.0,0.9973,3.53,1.17,10.0,6.0
320,7.8,0.58,0.0,2.0,0.08,8.0,18.0,0.99693,3.48,0.57,11.8,7.0
321,8.8,0.47,0.36,2.3,0.075,12.0,89.0,0.9978,3.32,0.6,9.5,5.0
322,8.0,0.57,0.02,2.6,0.067,9.0,28.0,0.99652,3.46,0.6,10.8,5.0
323,7.7,0.77,0.04,2.6,0.095,5.0,15.0,0.9981,3.53,0.62,9.4,6.0
324,11.1,0.39,0.49,1.8,0.069,17.0,28.0,0.99603,3.17,0.75,10.9,6.0
325,11.5,0.3,0.49,2.5,0.086,6.0,15.0,0.9976,3.21,0.69,10.2,6.0
326,7.3,0.645,0.08,1.7,0.073,14.0,26.0,0.9978,3.28,0.54,9.5,5.0
327,10.9,0.61,0.33,2.0,0.078,5.0,22.0,0.9976,3.47,0.46,9.7,6.0
328,8.9,0.55,0.03,1.9,0.084,5.0,13.0,0.9971,3.43,0.52,9.5,5.0
329,10.1,0.5,0.25,4.6,0.075,5.0,16.0,0.9964,3.39,0.73,12.8,7.0
330,7.6,0.41,0.31,2.1,0.074,25.0,55.0,0.99596,3.09,0.87,10.9,7.0
331,15.5,0.59,0.5,2.9,0.077,8.0,20.0,0.99702,3.1,0.53,9.2,6.0
332,6.9,0.7,0.02,2.0,0.063,26.0,46.0,0.998,3.34,0.72,12.9,7.0
333,9.2,0.38,0.28,2.7,0.094,6.0,21.0,0.9982,3.46,0.48,9.4,6.0
334,8.6,0.59,0.14,2.2,0.086,9.0,38.0,0.9982,3.29,0.69,9.3,5.0
335,8.6,0.49,0.14,1.9,0.077,15.0,31.0,0.9956,3.31,0.59,10.0,5.0
336,7.8,0.62,0.0,2.2,0.089,17.0,44.0,0.99738,3.52,0.54,9.8,6.0
337,9.0,0.31,0.31,2.3,0.0819999999999999,12.0,47.0,0.9976,3.39,0.63,9.4,6.0
338,8.0,0.5,0.22,1.8,0.08,18.0,45.0,0.9962,3.5,0.52,9.9,6.0
339,8.3,0.695,0.07,2.0,0.064,5.0,16.0,0.9974,3.31,0.66,10.0,6.0
340,7.7,0.745,0.21,2.6,0.074,11.0,33.0,0.9964,3.31,1.18,9.8,5.0
341,9.4,0.37,0.42,2.4,0.077,12.0,42.0,0.9971,3.24,0.85,9.9,5.0
342,7.4,0.715,0.12,2.1,0.098,12.0,31.0,0.99498,3.2,0.86,12.2,5.0
343,7.7,0.67,0.01,2.3,0.0819999999999999,14.0,31.0,0.99476,3.2,0.44,10.0,5.0
344,9.4,0.34,0.43,2.0,0.059,6.0,15.0,0.9988,3.32,0.62,11.6,6.0
345,6.7,0.48,0.13,1.9,0.077,13.0,24.0,0.9964,3.52,0.56,10.8,5.0
346,7.5,0.29,0.23,2.1,0.081,23.0,54.0,0.9972,3.36,0.57,10.3,7.0
347,8.2,0.32,0.42,2.8,0.077,14.0,33.0,0.9994,3.3,0.61,10.4,6.0
348,11.9,0.62,0.39,2.3,0.079,29.0,65.0,0.9974,3.33,0.68,9.5,6.0
349,8.2,0.55,0.22,2.0,0.092,17.0,40.0,0.9972,3.19,0.64,9.1,5.0
350,12.4,0.39,0.55,2.3,0.073,11.0,22.0,0.99444,3.14,0.61,11.3,6.0
351,7.6,0.6,0.13,3.0,0.074,16.0,43.0,0.9968,3.35,0.57,10.1,6.0
352,8.9,0.46,0.44,2.2,0.072,14.0,45.0,0.997,3.28,0.52,9.6,5.0
353,8.9,0.56,0.09,2.3,0.078,34.0,119.0,0.9988,3.34,0.61,9.3,5.0
354,6.3,0.78,0.02,1.8,0.079,17.0,33.0,0.99562,3.42,0.54,9.8,5.0
355,7.0,0.6,0.24,2.6,0.072,6.0,18.0,0.99655,3.2,0.52,9.4,5.0
356,10.6,0.36,0.49,2.0,0.076,16.0,43.0,0.9968,3.15,0.68,9.3,5.0
357,7.5,0.53,0.18,1.6,0.088,33.0,76.0,0.995,3.25,0.57,9.9,6.0
358,5.1,0.57,0.14,2.5,0.074,16.0,27.0,0.9972,3.32,0.59,12.0,6.0
359,7.5,0.59,0.02,2.1,0.068,7.0,66.0,0.99634,3.26,0.57,9.6,5.0
360,8.0,0.43,0.32,6.3,0.083,21.0,64.0,0.99702,3.26,0.66,9.2,5.0
361,6.8,0.46,0.04,2.2,0.073,6.0,18.0,0.99586,3.48,0.65,13.0,5.0
362,8.2,0.53,0.06,1.9,0.076,12.0,48.0,0.9976,3.16,0.56,9.7,6.0
363,8.2,0.6,0.26,4.0,0.114,12.0,26.0,0.99448,3.4,0.53,12.5,7.0
364,7.8,0.78,0.0,2.0,0.06,25.0,50.0,0.99575,3.36,0.62,10.4,7.0
365,7.2,0.42,0.39,2.3,0.066,16.0,37.0,0.99774,3.26,0.7,9.5,5.0
366,7.5,0.42,0.32,2.0,0.083,4.0,11.0,0.9972,3.32,0.56,9.4,5.0
367,7.7,0.48,0.25,1.8,0.08,9.0,21.0,0.9968,3.3,0.57,10.8,6.0
368,7.8,0.43,0.32,2.4,0.073,8.0,22.0,0.9962,3.34,0.57,9.5,5.0
369,8.9,0.28,0.44,1.9,0.096,19.0,50.0,0.99498,3.15,1.01,9.0,5.0
370,9.1,0.36,0.57,2.2,0.136,4.0,9.0,0.9994,3.15,0.76,10.2,6.0
371,7.4,0.56,0.14,2.0,0.077,35.0,102.0,0.9974,3.15,0.78,10.1,7.0
372,7.8,0.6,0.0,1.5,0.08,8.0,26.0,0.9959,3.56,0.66,9.5,5.0
373,7.7,0.48,0.0,1.6,0.076,10.0,22.0,0.99652,3.29,0.57,10.0,5.0
374,9.2,0.38,0.24,2.5,0.055,5.0,8.0,0.9963,3.28,0.55,9.4,5.0
375,10.8,0.43,0.43,1.8,0.084,12.0,44.0,0.9968,3.3,0.62,9.3,6.0
376,6.8,0.74,0.0,1.6,0.061,23.0,119.0,0.9969,3.43,0.7,9.5,5.0
377,7.8,0.64,0.0,1.8,0.095,5.0,19.0,0.9973,3.34,0.6,9.4,5.0
378,7.0,0.4,0.2,2.9,0.076,12.0,48.0,0.9972,3.38,0.46,10.3,6.0
379,7.3,0.59,0.02,2.6,0.08,16.0,62.0,0.9968,3.36,0.68,9.6,5.0
380,8.2,0.57,0.14,2.2,0.072,5.0,15.0,0.9996,3.38,0.63,10.7,6.0
381,6.6,0.38,0.32,2.5,0.094,5.0,19.0,0.9958,3.2,0.52,10.0,5.0
382,7.5,0.86,0.01,2.1,0.078,11.0,43.0,0.9987,3.29,0.59,9.6,6.0
383,7.4,0.44,0.29,2.1,0.095,43.0,55.0,0.99484,3.36,0.48,10.4,6.0
384,8.3,0.57,0.16,2.3,0.08,31.0,67.0,0.9973,3.1,0.71,10.1,7.0
385,8.0,0.3,0.44,2.3,0.073,19.0,42.0,0.9982,3.27,0.61,9.2,5.0
386,7.0,0.3,0.46,2.1,0.087,10.0,21.0,0.9967,3.36,0.7,12.0,7.0
387,8.7,0.43,0.45,1.9,0.073,18.0,39.0,0.9988,3.23,0.62,11.4,6.0
388,8.7,0.6,0.14,2.1,0.098,16.0,29.0,0.9956,3.36,0.58,10.2,6.0
389,8.5,0.41,0.49,2.9,0.07,5.0,13.0,0.9963,3.19,0.69,10.0,5.0
390,9.1,0.41,0.34,1.8,0.09,13.0,28.0,0.9964,3.08,0.9,9.8,5.0
391,8.9,0.58,0.21,2.8,0.076,14.0,25.0,0.9956,3.38,0.6,11.0,7.0
392,8.6,0.28,0.48,3.2,0.086,7.0,15.0,0.99652,3.07,0.72,12.2,6.0
393,7.7,0.57,0.04,2.5,0.093,14.0,31.0,0.9982,3.23,0.53,11.4,7.0
394,7.7,0.38,0.36,2.7,0.086,4.0,38.0,0.9962,3.38,0.73,10.6,7.0
395,8.2,0.56,0.27,2.1,0.094,23.0,81.0,0.9994,3.38,0.54,9.4,5.0
396,8.0,0.58,0.07,1.5,0.077,11.0,62.0,0.9963,3.38,0.54,9.6,5.0
397,6.3,0.58,0.21,2.1,0.075,14.0,21.0,0.9979,3.43,0.62,11.4,6.0
398,8.1,0.52,0.24,2.2,0.07,10.0,27.0,0.9976,3.32,0.68,11.0,7.0
399,7.3,0.62,0.34,1.9,0.072,14.0,33.0,0.99448,3.2,0.59,11.3,6.0
400,7.7,0.765,0.11,2.8,0.078,31.0,68.0,0.99464,3.31,0.52,11.0,6.0
401,8.7,0.47,0.49,2.2,0.083,14.0,24.0,0.9968,3.19,0.58,9.0,6.0
402,8.2,0.52,0.27,2.0,0.08,21.0,71.0,0.9996,3.4,0.55,9.6,5.0
403,7.3,0.46,0.24,2.6,0.072,6.0,14.0,0.9997,3.4,0.53,9.5,6.0
404,7.2,0.52,0.18,2.6,0.063,12.0,64.0,0.99724,3.32,0.62,9.8,5.0
405,8.6,0.5,0.24,3.0,0.096,30.0,119.0,0.9982,3.16,0.44,9.3,5.0
406,8.3,0.68,0.06,2.5,0.079,18.0,36.0,0.9972,3.38,0.55,10.0,6.0
407,8.0,0.545,0.21,2.5,0.081,21.0,46.0,0.9968,3.42,0.84,10.0,5.0
408,6.9,0.59,0.04,1.7,0.08,11.0,53.0,0.99786,3.17,0.54,11.2,5.0
409,8.9,0.34,0.35,2.2,0.075,3.0,15.0,0.9967,3.3,0.56,11.2,6.0
410,7.2,0.33,0.24,2.3,0.075,13.0,31.0,0.99702,3.39,0.57,9.4,5.0
411,10.4,0.43,0.42,2.5,0.073,5.0,28.0,0.99648,3.2,0.53,9.9,5.0
412,10.4,0.39,0.33,2.0,0.088,11.0,25.0,0.9984,3.31,0.65,11.4,6.0
413,9.6,0.63,0.24,2.3,0.074,21.0,46.0,0.9962,3.19,0.87,12.0,7.0
414,7.4,0.38,0.16,2.8,0.081,6.0,15.0,0.99745,3.4,0.54,10.2,5.0
415,6.6,0.56,0.03,2.1,0.0819999999999999,6.0,29.0,0.9998,3.52,0.56,9.5,6.0
416,7.7,0.66,0.03,2.2,0.074,17.0,24.0,0.9968,3.28,0.67,9.8,6.0
417,8.8,0.57,0.27,2.4,0.078,3.0,9.0,0.9968,3.29,0.66,9.4,5.0
418,8.9,0.44,0.21,2.8,0.067,6.0,19.0,0.9962,3.39,0.57,10.3,5.0
419,8.3,0.59,0.1,1.8,0.068,4.0,10.0,0.99458,3.36,0.7,10.4,7.0
420,7.2,0.35,0.26,2.3,0.079,12.0,23.0,0.99588,3.21,0.54,9.2,5.0
421,8.4,0.34,0.24,2.1,0.078,14.0,32.0,0.99478,3.22,0.72,10.2,6.0
422,11.6,0.43,0.34,2.4,0.0559999999999999,14.0,28.0,0.9968,3.38,0.71,11.2,5.0
423,7.7,0.59,0.04,2.2,0.084,14.0,42.0,0.9976,3.34,0.62,9.9,5.0
424,6.9,0.75,0.02,1.8,0.066,20.0,49.0,0.99632,3.17,0.57,10.4,7.0
425,9.2,0.5,0.12,1.9,0.0819999999999999,12.0,28.0,0.9964,3.38,0.56,9.4,6.0
426,13.4,0.43,0.49,2.5,0.076,15.0,38.0,0.9968,3.22,0.58,10.2,4.0
427,6.7,0.725,0.15,1.9,0.073,8.0,18.0,0.99504,3.47,0.47,10.5,6.0
428,6.6,0.58,0.02,2.4,0.087,6.0,20.0,0.9955,3.49,0.54,10.3,5.0
429,7.3,0.695,0.0,3.6,0.091,16.0,87.0,0.99704,3.36,0.56,9.4,5.0
430,5.4,0.57,0.01,2.1,0.088,12.0,28.0,0.9958,3.34,0.5,9.5,8.0
431,8.1,0.43,0.32,1.4,0.073,14.0,38.0,0.99652,3.34,0.52,10.9,5.0
432,7.4,0.47,0.27,1.9,0.071,12.0,25.0,0.9982,3.44,0.69,9.9,5.0
433,8.9,0.48,0.14,2.0,0.0819999999999999,9.0,23.0,0.99685,3.15,0.66,11.0,7.0
434,6.7,0.49,0.01,2.4,0.07,8.0,16.0,0.99708,3.41,0.87,9.4,6.0
435,7.4,0.67,0.01,2.5,0.072,5.0,19.0,0.99668,3.35,0.58,9.7,5.0
436,7.8,0.42,0.18,2.3,0.0969999999999999,33.0,121.0,0.9956,3.41,0.82,11.3,6.0
437,6.2,0.54,0.18,2.2,0.068,14.0,32.0,0.9991,3.38,0.58,10.9,5.0
438,6.9,0.56,0.07,2.0,0.0559999999999999,4.0,9.0,0.9967,3.29,1.06,10.6,8.0
439,7.4,0.52,0.06,2.7,0.076,12.0,31.0,0.9972,3.28,0.63,9.6,5.0
440,7.3,0.58,0.11,2.1,0.079,5.0,12.0,0.9963,3.37,0.55,9.4,5.0
441,7.5,0.32,0.42,2.3,0.071,5.0,15.0,0.99557,3.34,0.56,9.3,6.0
442,7.7,0.32,0.42,1.5,0.074,16.0,42.0,0.9956,3.42,0.96,9.8,5.0
443,7.6,0.58,0.04,2.1,0.074,17.0,35.0,0.9958,3.36,0.55,10.9,7.0
444,7.6,0.33,0.42,1.9,0.076,7.0,31.0,0.997,3.04,0.69,9.8,6.0
445,8.2,0.45,0.39,2.1,0.063,15.0,26.0,0.9958,3.2,0.62,9.2,5.0
446,8.5,0.4,0.28,2.7,0.067,23.0,42.0,0.9972,3.28,0.54,10.8,6.0
447,7.4,0.58,0.07,1.8,0.102,17.0,44.0,0.9991,3.37,0.55,9.3,6.0
448,8.3,0.31,0.32,2.2,0.071,3.0,11.0,0.99552,3.15,0.77,10.2,7.0
449,7.6,0.715,0.06,1.4,0.069,10.0,19.0,0.9968,3.38,0.53,9.1,5.0
450,10.6,0.52,0.24,1.4,0.092,6.0,15.0,0.9957,3.33,0.87,12.4,7.0
451,9.1,0.28,0.51,2.4,0.0969999999999999,4.0,12.0,0.9958,3.32,0.58,9.8,5.0
452,7.8,0.5,0.31,2.1,0.05,17.0,46.0,0.9984,3.26,0.72,12.5,6.0
453,9.3,0.4,0.31,1.9,0.069,8.0,22.0,0.9967,3.31,0.57,9.5,5.0
454,7.5,0.27,0.42,1.8,0.077,9.0,33.0,0.9976,3.12,0.67,10.3,7.0
455,6.2,0.4,0.32,2.4,0.093,12.0,65.0,0.9988,3.38,0.61,9.9,5.0
456,8.2,0.78,0.41,2.2,0.0819999999999999,10.0,22.0,0.99388,3.11,0.52,11.5,7.0
457,7.0,0.46,0.0,2.2,0.077,6.0,15.0,0.9981,3.35,0.53,9.5,5.0
458,8.4,0.41,0.34,2.5,0.0819999999999999,5.0,22.0,0.9982,3.31,0.56,12.0,7.0
459,6.8,0.48,0.07,2.0,0.0819999999999999,5.0,18.0,0.9982,3.36,0.67,12.0,6.0
460,11.9,0.24,0.44,2.4,0.093,11.0,54.0,0.9994,3.25,0.93,9.5,5.0
461,7.2,0.64,0.0,2.0,0.088,5.0,16.0,0.9986,3.48,0.65,9.4,5.0
462,8.3,0.53,0.24,2.3,0.087,8.0,22.0,0.9984,3.09,0.53,9.4,6.0
463,9.1,0.57,0.02,1.9,0.0819999999999999,8.0,18.0,0.9962,3.32,0.56,9.5,6.0
464,7.4,0.47,0.21,4.1,0.084,4.0,12.0,0.9972,3.49,0.65,12.8,6.0
465,8.4,0.58,0.31,2.4,0.0819999999999999,5.0,15.0,0.9972,3.18,0.62,9.5,5.0
466,7.9,0.61,0.3,2.5,0.099,12.0,28.0,0.9959,3.37,0.59,9.4,6.0
467,8.8,0.39,0.23,2.3,0.084,15.0,41.0,0.9962,3.38,0.7,11.2,5.0
468,11.4,0.54,0.34,2.5,0.076,5.0,18.0,0.9952,3.29,0.59,9.0,5.0
469,7.5,0.67,0.1,3.8,0.071,15.0,31.0,0.99586,3.24,0.56,9.4,5.0
470,8.1,0.57,0.22,2.3,0.062,6.0,32.0,0.99786,3.2,0.57,11.5,5.0
471,7.7,0.6,0.21,1.9,0.084,7.0,16.0,0.9952,3.28,0.56,9.5,5.0
472,10.0,0.35,0.49,1.7,0.074,12.0,40.0,1.0002,3.32,0.87,9.5,5.0
473,6.8,0.43,0.2,2.0,0.075,16.0,23.0,0.99593,3.44,0.61,11.4,5.0
474,7.1,0.55,0.09,2.3,0.084,5.0,19.0,0.9976,3.33,0.54,9.3,6.0
475,10.8,0.31,0.49,2.6,0.086,5.0,27.0,0.9952,3.15,0.55,9.5,5.0
476,7.6,0.54,0.22,1.8,0.084,31.0,68.0,0.9985,3.3,0.73,9.6,5.0
477,8.1,0.59,0.02,1.9,0.079,7.0,18.0,0.99774,3.37,0.58,9.5,6.0
478,8.0,0.41,0.23,2.7,0.074,13.0,31.0,0.9984,3.15,0.55,9.4,6.0
479,8.1,0.4,0.56,2.0,0.079,19.0,35.0,0.9986,3.27,1.46,11.9,6.0
480,7.5,0.52,0.26,2.2,0.071,23.0,44.0,0.99642,3.3,0.57,11.6,7.0
481,7.7,0.47,0.02,6.3,0.079,25.0,67.0,0.99528,3.46,0.58,9.3,5.0
482,7.5,0.63,0.21,1.8,0.075,9.0,22.0,0.9956,3.24,0.53,9.4,6.0
483,7.7,0.59,0.0,2.6,0.079,20.0,66.0,0.99652,3.18,0.6,12.3,5.0
484,8.9,0.47,0.66,1.9,0.085,24.0,43.0,0.9974,3.23,0.66,9.8,7.0
485,9.0,0.56,0.22,1.9,0.09,17.0,43.0,0.9984,3.22,0.8,10.5,6.0
486,7.3,0.43,0.24,1.9,0.08,16.0,49.0,0.9958,3.41,0.83,10.5,5.0
487,8.4,0.69,0.0,2.2,0.077,7.0,13.0,0.99632,3.28,0.73,9.2,5.0
488,7.2,0.74,0.07,2.2,0.077,13.0,42.0,0.998,3.29,0.53,9.4,5.0
489,9.2,0.5,0.25,2.3,0.076,6.0,15.0,0.9994,3.27,0.86,12.9,7.0
490,10.9,0.38,0.42,2.2,0.086,4.0,9.0,0.9959,3.31,0.73,9.0,5.0
491,7.9,0.54,0.16,2.9,0.077,10.0,18.0,0.9961,3.17,0.65,9.5,5.0
492,9.2,0.735,0.15,2.5,0.072,16.0,38.0,0.9982,3.24,0.58,9.5,6.0
493,7.5,0.59,0.07,2.1,0.073,6.0,16.0,0.9974,3.34,0.5,9.2,5.0
494,7.1,0.53,0.19,1.8,0.0969999999999999,24.0,64.0,0.9991,3.38,0.62,9.2,6.0
495,8.3,0.59,0.07,2.1,0.06,7.0,33.0,0.9948,3.45,0.53,9.8,5.0
496,6.4,0.52,0.22,2.3,0.08,9.0,18.0,0.99538,3.52,0.47,9.3,5.0
497,7.0,0.39,0.28,2.0,0.074,26.0,67.0,0.9964,3.61,0.59,9.5,6.0
498,6.9,0.55,0.0,2.3,0.0819999999999999,8.0,19.0,0.9966,3.43,0.55,12.4,6.0
499,9.1,0.35,0.49,1.8,0.084,15.0,47.0,0.9982,3.24,0.66,11.5,5.0
500,7.4,0.58,0.24,2.0,0.084,16.0,89.0,0.9991,3.29,0.73,9.9,8.0
501,8.4,0.38,0.49,2.5,0.095,16.0,33.0,0.9983,3.4,0.51,11.1,6.0
502,6.6,0.41,0.09,1.7,0.0559999999999999,5.0,10.0,0.99701,3.46,0.57,10.5,6.0
503,7.7,0.68,0.02,2.0,0.066,18.0,40.0,0.99492,3.56,0.54,9.2,6.0
504,7.1,0.63,0.13,2.5,0.077,9.0,22.0,0.9988,3.39,0.57,9.9,5.0
505,7.0,0.67,0.0,1.7,0.069,12.0,65.0,0.9976,3.34,0.56,9.9,5.0
506,7.0,0.7,0.39,1.9,0.0559999999999999,9.0,18.0,0.99672,3.33,0.51,9.5,5.0
507,7.9,0.56,0.09,2.6,0.0819999999999999,25.0,98.0,0.99588,3.3,0.54,9.9,5.0
508,7.3,0.43,0.31,2.5,0.084,6.0,12.0,0.99786,3.19,0.77,11.0,6.0
509,10.0,0.63,0.2,1.8,0.083,26.0,67.0,0.9972,3.2,0.62,9.2,5.0
510,7.4,0.36,0.32,1.8,0.104,8.0,20.0,0.9986,3.37,0.72,9.2,5.0
511,7.8,0.27,0.29,1.9,0.0969999999999999,6.0,12.0,0.9987,3.36,0.72,9.2,5.0
512,9.1,0.52,0.24,2.2,0.067,6.0,12.0,0.99392,3.27,0.57,11.8,6.0
513,9.3,0.68,0.24,1.9,0.078,28.0,53.0,0.99632,3.27,1.06,11.3,7.0
514,8.4,0.57,0.26,1.8,0.098,6.0,20.0,0.99745,3.26,0.44,10.9,3.0
515,7.9,0.61,0.03,1.8,0.087,18.0,28.0,0.99538,3.27,0.77,10.7,6.0
516,8.6,0.33,0.39,2.0,0.0559999999999999,17.0,94.0,0.99708,3.34,0.55,9.9,6.0
517,6.9,0.52,0.24,2.1,0.067,12.0,69.0,0.9978,2.89,0.61,10.8,7.0
518,10.6,0.38,0.47,2.2,0.079,5.0,13.0,0.99498,3.2,0.51,10.6,6.0
519,7.8,0.6,0.0,1.7,0.0559999999999999,5.0,16.0,0.99702,3.31,0.57,9.4,5.0
520,7.9,0.5,0.21,2.0,0.092,18.0,40.0,0.99656,3.47,0.54,9.5,6.0
521,9.3,0.685,0.1,2.4,0.072,7.0,25.0,0.9996,3.26,0.6,12.4,6.0
522,8.2,0.43,0.47,2.2,0.077,6.0,20.0,0.9963,3.37,0.61,11.0,6.0
523,8.0,0.5,0.3,2.2,0.074,16.0,44.0,0.9976,2.98,0.61,9.2,5.0
524,6.2,0.74,0.03,2.3,0.078,5.0,16.0,0.9988,3.45,0.54,10.4,5.0
525,37.0,0.35,0.49,2.5,0.093,11.0,45.0,1.0014,3.09,0.83,12.6,7.0
526,9.3,0.47,0.24,2.0,0.077,7.0,19.0,0.9976,3.5,0.57,9.9,5.0
527,9.7,0.36,0.53,2.0,0.094,6.0,23.0,0.9976,3.18,0.71,11.9,6.0
528,8.3,0.35,0.2,2.5,0.072,18.0,38.0,0.9972,3.41,0.62,9.4,5.0
529,8.8,0.31,0.56,2.1,0.084,23.0,52.0,0.99498,3.27,0.82,10.1,7.0
530,7.4,0.39,0.32,5.4,0.062,12.0,35.0,0.9968,3.59,0.71,11.5,6.0
531,7.8,0.32,0.31,2.4,0.081,22.0,47.0,0.99576,3.43,0.75,10.0,5.0
532,8.2,0.56,0.25,2.0,0.078,6.0,15.0,0.9981,3.44,0.87,10.1,6.0
533,7.2,0.43,0.02,2.2,0.092,12.0,25.0,0.9982,3.45,0.59,9.5,6.0
534,7.9,0.66,0.21,1.8,0.077,20.0,49.0,0.99546,3.4,0.54,9.4,6.0
535,8.8,0.68,0.0,2.6,0.075,6.0,16.0,0.9982,3.44,0.52,9.4,5.0
536,8.3,0.32,0.51,2.5,0.066,5.0,12.0,0.9984,3.15,0.62,10.2,6.0
537,7.2,0.6,0.09,2.3,0.068,15.0,49.0,0.9996,3.29,0.59,9.8,5.0
